technology_1,technology_2,region_1,region_2,parameter_1,value_1,parameter_2,value_2,parameter_3,value_3,parameter_4,value_4
wind_offshore,offshore_a,LV,LV,capaConvResi,0,,,,,,
wind_offshore,offshore_a,NL,NL,capaConvResi,10.24,,,,,,
wind_offshore,offshore_a,NO,NO,capaConvResi,0,,,,,,
wind_offshore,offshore_a,NONEU_Balkan,NONEU_Balkan,capaConvResi,0,,,,,,
wind_offshore,offshore_a,PL,PL,capaConvResi,0,,,,,,
wind_offshore,offshore_a,PT,PT,capaConvResi,0,,,,,,
wind_offshore,offshore_a,RO,RO,capaConvResi,0,,,,,,
wind_offshore,offshore_a,SE,SE,capaConvResi,0,,,,,,
wind_offshore,offshore_a,SI,SI,capaConvResi,0,,,,,,
wind_offshore,offshore_a,SK,SK,capaConvResi,0,,,,,,
wind_offshore,offshore_a,TR,TR,capaConvResi,0,,,,,,
wind_offshore,offshore_a,UK,UK,capaConvResi,33,,,,,,
rooftop,rooftop_a,AT,AT,capaConvResi,0,,,,,,
rooftop,rooftop_a,BE,BE,capaConvResi,0,,,,,,
rooftop,rooftop_a,BG,BG,capaConvResi,0,,,,,,
rooftop,rooftop_a,CH,CH,capaConvResi,0,,,,,,
rooftop,rooftop_a,CZ,CZ,capaConvResi,0,,,,,,
rooftop,rooftop_a,DK,DK,capaConvResi,0,,,,,,
rooftop,rooftop_a,EE,EE,capaConvResi,0,,,,,,
rooftop,rooftop_a,ES,ES,capaConvResi,0,,,,,,
rooftop,rooftop_a,FI,FI,capaConvResi,0,,,,,,
rooftop,rooftop_a,FR,FR,capaConvResi,0,,,,,,
rooftop,rooftop_a,GR,GR,capaConvResi,0,,,,,,
rooftop,rooftop_a,HR,HR,capaConvResi,0,,,,,,
rooftop,rooftop_a,HU,HU,capaConvResi,0,,,,,,
rooftop,rooftop_a,IE,IE,capaConvResi,0,,,,,,
rooftop,rooftop_a,IT,IT,capaConvResi,0,,,,,,
rooftop,rooftop_a,LT,LT,capaConvResi,0,,,,,,
rooftop,rooftop_a,LU,LU,capaConvResi,0,,,,,,
rooftop,rooftop_a,LV,LV,capaConvResi,0,,,,,,
rooftop,rooftop_a,NL,NL,capaConvResi,0,,,,,,
rooftop,rooftop_a,NO,NO,capaConvResi,0,,,,,,
rooftop,rooftop_a,NONEU_Balkan,NONEU_Balkan,capaConvResi,0,,,,,,
rooftop,rooftop_a,PL,PL,capaConvResi,0,,,,,,
rooftop,rooftop_a,PT,PT,capaConvResi,0,,,,,,
rooftop,rooftop_a,RO,RO,capaConvResi,0,,,,,,
rooftop,rooftop_a,SE,SE,capaConvResi,0,,,,,,
rooftop,rooftop_a,SI,SI,capaConvResi,0,,,,,,
rooftop,rooftop_a,SK,SK,capaConvResi,0,,,,,,
rooftop,rooftop_a,TR,TR,capaConvResi,0,,,,,,
rooftop,rooftop_a,UK,UK,capaConvResi,0,,,,,,
openspace,openspace_a,AT,AT,capaConvResi,15.05,,,,,,
openspace,openspace_a,BE,BE,capaConvResi,14.59,,,,,,
openspace,openspace_a,BG,BG,capaConvResi,8.43,,,,,,
openspace,openspace_a,CH,CH,capaConvResi,9.35,,,,,,
openspace,openspace_a,CZ,CZ,capaConvResi,18.99,,,,,,
openspace,openspace_a,DK,DK,capaConvResi,8.71,,,,,,
openspace,openspace_a,EE,EE,capaConvResi,0.86,,,,,,
openspace,openspace_a,ES,ES,capaConvResi,118.5,,,,,,
openspace,openspace_a,FI,FI,capaConvResi,0.96,,,,,,
openspace,openspace_a,FR,FR,capaConvResi,114.19,,,,,,
openspace,openspace_a,GR,GR,capaConvResi,39,,,,,,
openspace,openspace_a,HR,HR,capaConvResi,5.83,,,,,,
openspace,openspace_a,HU,HU,capaConvResi,11.66,,,,,,
openspace,openspace_a,IE,IE,capaConvResi,5.43,,,,,,
openspace,openspace_a,IT,IT,capaConvResi,74.1,,,,,,
openspace,openspace_a,LT,LT,capaConvResi,10,,,,,,
openspace,openspace_a,LU,LU,capaConvResi,1.07,,,,,,
openspace,openspace_a,LV,LV,capaConvResi,8,,,,,,
openspace,openspace_a,NL,NL,capaConvResi,18.06,,,,,,
openspace,openspace_a,NO,NO,capaConvResi,4,,,,,,
openspace,openspace_a,NONEU_Balkan,NONEU_Balkan,capaConvResi,43.79,,,,,,
openspace,openspace_a,PL,PL,capaConvResi,75,,,,,,
openspace,openspace_a,PT,PT,capaConvResi,12.57,,,,,,
openspace,openspace_a,RO,RO,capaConvResi,53.43,,,,,,
openspace,openspace_a,SE,SE,capaConvResi,14.31,,,,,,
openspace,openspace_a,SI,SI,capaConvResi,2.83,,,,,,
openspace,openspace_a,SK,SK,capaConvResi,8.8,,,,,,
openspace,openspace_a,TR,TR,capaConvResi,220.42,,,,,,
openspace,openspace_a,UK,UK,capaConvResi,51.02,,,,,,
openspace,openspace_b,AT,AT,capaConvResi,5.02,,,,,,
openspace,openspace_b,BE,BE,capaConvResi,4.86,,,,,,
openspace,openspace_b,BG,BG,capaConvResi,2.81,,,,,,
openspace,openspace_b,CH,CH,capaConvResi,9.35,,,,,,
openspace,openspace_b,CZ,CZ,capaConvResi,6.33,,,,,,
openspace,openspace_b,DK,DK,capaConvResi,2.9,,,,,,
openspace,openspace_b,EE,EE,capaConvResi,0,,,,,,
openspace,openspace_b,ES,ES,capaConvResi,79.99,,,,,,
openspace,openspace_b,FI,FI,capaConvResi,0.01,,,,,,
openspace,openspace_b,FR,FR,capaConvResi,38.07,,,,,,
openspace,openspace_b,GR,GR,capaConvResi,13,,,,,,
openspace,openspace_b,HR,HR,capaConvResi,1.94,,,,,,
openspace,openspace_b,HU,HU,capaConvResi,3.89,,,,,,
openspace,openspace_b,IE,IE,capaConvResi,0,,,,,,
openspace,openspace_b,IT,IT,capaConvResi,62.72,,,,,,
openspace,openspace_b,LT,LT,capaConvResi,0,,,,,,
openspace,openspace_b,LU,LU,capaConvResi,0.36,,,,,,
openspace,openspace_b,LV,LV,capaConvResi,0,,,,,,
openspace,openspace_b,NL,NL,capaConvResi,6.02,,,,,,
openspace,openspace_b,NO,NO,capaConvResi,0,,,,,,
openspace,openspace_b,NONEU_Balkan,NONEU_Balkan,capaConvResi,14.6,,,,,,
openspace,openspace_b,PL,PL,capaConvResi,25,,,,,,
openspace,openspace_b,PT,PT,capaConvResi,4.27,,,,,,
openspace,openspace_b,RO,RO,capaConvResi,11.43,,,,,,
openspace,openspace_b,SE,SE,capaConvResi,0,,,,,,
openspace,openspace_b,SI,SI,capaConvResi,0.94,,,,,,
openspace,openspace_b,SK,SK,capaConvResi,2.93,,,,,,
openspace,openspace_b,TR,TR,capaConvResi,73.48,,,,,,
openspace,openspace_b,UK,UK,capaConvResi,0,,,,,,
wind_onshore,onshore_a,AT,AT,capaConvResi,30.53,,,,,,
wind_onshore,onshore_a,BE,BE,capaConvResi,11.8,,,,,,
wind_onshore,onshore_a,BG,BG,capaConvResi,12.67,,,,,,
wind_onshore,onshore_a,CH,CH,capaConvResi,0,,,,,,
wind_onshore,onshore_a,CZ,CZ,capaConvResi,19.47,,,,,,
wind_onshore,onshore_a,DK,DK,capaConvResi,21.73,,,,,,
wind_onshore,onshore_a,EE,EE,capaConvResi,5.27,,,,,,
wind_onshore,onshore_a,ES,ES,capaConvResi,147.67,,,,,,
wind_onshore,onshore_a,FI,FI,capaConvResi,47.87,,,,,,
wind_onshore,onshore_a,FR,FR,capaConvResi,249.14,,,,,,
wind_onshore,onshore_a,GR,GR,capaConvResi,35.24,,,,,,
wind_onshore,onshore_a,HR,HR,capaConvResi,0,,,,,,
wind_onshore,onshore_a,HU,HU,capaConvResi,26.51,,,,,,
wind_onshore,onshore_a,IE,IE,capaConvResi,24.66,,,,,,
wind_onshore,onshore_a,IT,IT,capaConvResi,63.4,,,,,,
wind_onshore,onshore_a,LT,LT,capaConvResi,12.53,,,,,,
wind_onshore,onshore_a,LU,LU,capaConvResi,1.13,,,,,,
wind_onshore,onshore_a,LV,LV,capaConvResi,8.69,,,,,,
wind_onshore,onshore_a,NL,NL,capaConvResi,15.73,,,,,,
wind_onshore,onshore_a,NO,NO,capaConvResi,21.47,,,,,,
wind_onshore,onshore_a,NONEU_Balkan,NONEU_Balkan,capaConvResi,70.48,,,,,,
wind_onshore,onshore_a,PL,PL,capaConvResi,97.07,,,,,,
wind_onshore,onshore_a,PT,PT,capaConvResi,34,,,,,,
wind_onshore,onshore_a,RO,RO,capaConvResi,61,,,,,,
wind_onshore,onshore_a,SE,SE,capaConvResi,62.27,,,,,,
wind_onshore,onshore_a,SI,SI,capaConvResi,2.77,,,,,,
wind_onshore,onshore_a,SK,SK,capaConvResi,0,,,,,,
wind_onshore,onshore_a,TR,TR,capaConvResi,116.7,,,,,,
wind_onshore,onshore_a,UK,UK,capaConvResi,141.67,,,,,,
wind_onshore,onshore_b,AT,AT,capaConvResi,15.27,,,,,,
wind_onshore,onshore_b,BE,BE,capaConvResi,5.9,,,,,,
wind_onshore,onshore_b,BG,BG,capaConvResi,0,,,,,,
wind_onshore,onshore_b,CH,CH,capaConvResi,0,,,,,,
wind_onshore,onshore_b,CZ,CZ,capaConvResi,0.77,,,,,,
wind_onshore,onshore_b,DK,DK,capaConvResi,10.87,,,,,,
wind_onshore,onshore_b,EE,EE,capaConvResi,0,,,,,,
wind_onshore,onshore_b,ES,ES,capaConvResi,25.37,,,,,,
wind_onshore,onshore_b,FI,FI,capaConvResi,23.93,,,,,,
wind_onshore,onshore_b,FR,FR,capaConvResi,121.91,,,,,,
wind_onshore,onshore_b,GR,GR,capaConvResi,0.04,,,,,,
wind_onshore,onshore_b,HR,HR,capaConvResi,0,,,,,,
wind_onshore,onshore_b,HU,HU,capaConvResi,3.78,,,,,,
wind_onshore,onshore_b,IE,IE,capaConvResi,5.89,,,,,,
wind_onshore,onshore_b,IT,IT,capaConvResi,0,,,,,,
wind_onshore,onshore_b,LT,LT,capaConvResi,0,,,,,,
wind_onshore,onshore_b,LU,LU,capaConvResi,0.57,,,,,,
wind_onshore,onshore_b,LV,LV,capaConvResi,0,,,,,,
wind_onshore,onshore_b,NL,NL,capaConvResi,7.87,,,,,,
wind_onshore,onshore_b,NO,NO,capaConvResi,10.73,,,,,,
wind_onshore,onshore_b,NONEU_Balkan,NONEU_Balkan,capaConvResi,70.48,,,,,,
wind_onshore,onshore_b,PL,PL,capaConvResi,32.44,,,,,,
wind_onshore,onshore_b,PT,PT,capaConvResi,17,,,,,,
wind_onshore,onshore_b,RO,RO,capaConvResi,0,,,,,,
wind_onshore,onshore_b,SE,SE,capaConvResi,31.13,,,,,,
wind_onshore,onshore_b,SI,SI,capaConvResi,0,,,,,,
wind_onshore,onshore_b,SK,SK,capaConvResi,0,,,,,,
wind_onshore,onshore_b,TR,TR,capaConvResi,116.7,,,,,,
wind_onshore,onshore_b,UK,UK,capaConvResi,141.67,,,,,,
electricMobility,,AT,AT,capaConvResi,100,,,,,,
electricMobility,,BE,BE,capaConvResi,100,,,,,,
electricMobility,,BG,BG,capaConvResi,100,,,,,,
electricMobility,,CH,CH,capaConvResi,100,,,,,,
electricMobility,,CZ,CZ,capaConvResi,100,,,,,,
electricMobility,,DK,DK,capaConvResi,100,,,,,,
electricMobility,,ES,ES,capaConvResi,100,,,,,,
electricMobility,,FI,FI,capaConvResi,100,,,,,,
electricMobility,,FR,FR,capaConvResi,100,,,,,,
electricMobility,,GR,GR,capaConvResi,100,,,,,,
electricMobility,,HR,HR,capaConvResi,100,,,,,,
electricMobility,,HU,HU,capaConvResi,100,,,,,,
electricMobility,,IE,IE,capaConvResi,100,,,,,,
electricMobility,,IT,IT,capaConvResi,100,,,,,,
electricMobility,,LU,LU,capaConvResi,100,,,,,,
electricMobility,,NL,NL,capaConvResi,100,,,,,,
electricMobility,,NO,NO,capaConvResi,100,,,,,,
electricMobility,,PL,PL,capaConvResi,100,,,,,,
electricMobility,,PT,PT,capaConvResi,100,,,,,,
electricMobility,,RO,RO,capaConvResi,100,,,,,,
electricMobility,,SE,SE,capaConvResi,100,,,,,,
electricMobility,,SI,SI,capaConvResi,100,,,,,,
electricMobility,,SK,SK,capaConvResi,100,,,,,,
electricMobility,,UK,UK,capaConvResi,100,,,,,,
electricMobility,,EE,EE,capaConvResi,100,,,,,,
electricMobility,,LT,LT,capaConvResi,100,,,,,,
electricMobility,,LV,LV,capaConvResi,100,,,,,,
electricMobility,,NONEU_Balkan,NONEU_Balkan,capaConvResi,100,,,,,,
electricMobility,,TR,TR,capaConvResi,100,,,,,,
electricMobility,,DE,DE11,capaConvResi,100,,,,,,
electricMobility,,DE,DE12,capaConvResi,100,,,,,,
electricMobility,,DE,DE94,capaConvResi,100,,,,,,
electricMobility,,DE,DEA1,capaConvResi,100,,,,,,
electricMobility,,DE,DEA4,capaConvResi,100,,,,,,
electricMobility,,DE,DEA5,capaConvResi,100,,,,,,
electricMobility,,DE,DEB3,capaConvResi,100,,,,,,
electricMobility,,DE,DED2,capaConvResi,100,,,,,,
electricMobility,,DE,DED4,capaConvResi,100,,,,,,
electricMobility,,DE,DED5,capaConvResi,100,,,,,,
electricMobility,,DE,DEE0,capaConvResi,100,,,,,,
electricMobility,,DE,DEF0,capaConvResi,100,,,,,,
electricMobility,,DE,DEG0,capaConvResi,100,,,,,,
electricMobility,,DE,DE92,capaConvResi,100,,,,,,
electricMobility,,DE,DE93,capaConvResi,100,,,,,,
electricMobility,,DE,DEA2,capaConvResi,100,,,,,,
electricMobility,,DE,DEB1,capaConvResi,100,,,,,,
electricMobility,,DE,DEC0_,capaConvResi,100,,,,,,
electricMobility,,DE,DEA3,capaConvResi,100,,,,,,
electricMobility,,DE,DEB2,capaConvResi,100,,,,,,
electricMobility,,DE,DE21,capaConvResi,100,,,,,,
electricMobility,,DE,DE22,capaConvResi,100,,,,,,
electricMobility,,DE,DE23,capaConvResi,100,,,,,,
electricMobility,,DE,DE25,capaConvResi,100,,,,,,
electricMobility,,DE,DE26,capaConvResi,100,,,,,,
electricMobility,,DE,DE40,capaConvResi,100,,,,,,
electricMobility,,DE,DE50,capaConvResi,100,,,,,,
electricMobility,,DE,DE60,capaConvResi,100,,,,,,
electricMobility,,DE,DE71,capaConvResi,100,,,,,,
electricMobility,,DE,DE72,capaConvResi,100,,,,,,
electricMobility,,DE,DE73,capaConvResi,100,,,,,,
electricMobility,,DE,DE80,capaConvResi,100,,,,,,
electricMobility,,DE,DE91,capaConvResi,100,,,,,,
electricMobility,,DE,DE13,capaConvResi,100,,,,,,
electricMobility,,DE,DE24,capaConvResi,100,,,,,,
electricMobility,,DE,DE27,capaConvResi,100,,,,,,
electricMobility,,DE,DE14,capaConvResi,100,,,,,,
electricMobility,,DE,DE30,capaConvResi,100,,,,,,
electricResidentalHeating,,AT,AT,capaConvResi,100,,,,,,
electricResidentalHeating,,BE,BE,capaConvResi,100,,,,,,
electricResidentalHeating,,BG,BG,capaConvResi,100,,,,,,
electricResidentalHeating,,CH,CH,capaConvResi,100,,,,,,
electricResidentalHeating,,CZ,CZ,capaConvResi,100,,,,,,
electricResidentalHeating,,DK,DK,capaConvResi,100,,,,,,
electricResidentalHeating,,ES,ES,capaConvResi,100,,,,,,
electricResidentalHeating,,FI,FI,capaConvResi,100,,,,,,
electricResidentalHeating,,FR,FR,capaConvResi,100,,,,,,
electricResidentalHeating,,GR,GR,capaConvResi,100,,,,,,
electricResidentalHeating,,HR,HR,capaConvResi,100,,,,,,
electricResidentalHeating,,HU,HU,capaConvResi,100,,,,,,
electricResidentalHeating,,IE,IE,capaConvResi,100,,,,,,
electricResidentalHeating,,IT,IT,capaConvResi,100,,,,,,
electricResidentalHeating,,LU,LU,capaConvResi,100,,,,,,
electricResidentalHeating,,NL,NL,capaConvResi,100,,,,,,
electricResidentalHeating,,NO,NO,capaConvResi,100,,,,,,
electricResidentalHeating,,PL,PL,capaConvResi,100,,,,,,
electricResidentalHeating,,PT,PT,capaConvResi,100,,,,,,
electricResidentalHeating,,RO,RO,capaConvResi,100,,,,,,
electricResidentalHeating,,SE,SE,capaConvResi,100,,,,,,
electricResidentalHeating,,SI,SI,capaConvResi,100,,,,,,
electricResidentalHeating,,SK,SK,capaConvResi,100,,,,,,
electricResidentalHeating,,UK,UK,capaConvResi,100,,,,,,
electricResidentalHeating,,EE,EE,capaConvResi,100,,,,,,
electricResidentalHeating,,LT,LT,capaConvResi,100,,,,,,
electricResidentalHeating,,LV,LV,capaConvResi,100,,,,,,
electricResidentalHeating,,NONEU_Balkan,NONEU_Balkan,capaConvResi,100,,,,,,
electricResidentalHeating,,TR,TR,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE11,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE12,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE94,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEA1,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEA4,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEA5,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEB3,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DED2,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DED4,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DED5,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEE0,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEF0,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEG0,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE92,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE93,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEA2,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEB1,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEC0_,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEA3,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DEB2,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE21,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE22,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE23,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE25,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE26,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE40,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE50,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE60,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE71,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE72,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE73,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE80,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE91,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE13,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE24,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE27,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE14,capaConvResi,100,,,,,,
electricResidentalHeating,,DE,DE30,capaConvResi,100,,,,,,
electricIndustryHeating,,AT,AT,capaConvResi,100,,,,,,
electricIndustryHeating,,BE,BE,capaConvResi,100,,,,,,
electricIndustryHeating,,BG,BG,capaConvResi,100,,,,,,
electricIndustryHeating,,CH,CH,capaConvResi,100,,,,,,
electricIndustryHeating,,CZ,CZ,capaConvResi,100,,,,,,
electricIndustryHeating,,DK,DK,capaConvResi,100,,,,,,
electricIndustryHeating,,ES,ES,capaConvResi,100,,,,,,
electricIndustryHeating,,FI,FI,capaConvResi,100,,,,,,
electricIndustryHeating,,FR,FR,capaConvResi,100,,,,,,
electricIndustryHeating,,GR,GR,capaConvResi,100,,,,,,
electricIndustryHeating,,HR,HR,capaConvResi,100,,,,,,
electricIndustryHeating,,HU,HU,capaConvResi,100,,,,,,
electricIndustryHeating,,IE,IE,capaConvResi,100,,,,,,
electricIndustryHeating,,IT,IT,capaConvResi,100,,,,,,
electricIndustryHeating,,LU,LU,capaConvResi,100,,,,,,
electricIndustryHeating,,NL,NL,capaConvResi,100,,,,,,
electricIndustryHeating,,NO,NO,capaConvResi,100,,,,,,
electricIndustryHeating,,PL,PL,capaConvResi,100,,,,,,
electricIndustryHeating,,PT,PT,capaConvResi,100,,,,,,
electricIndustryHeating,,RO,RO,capaConvResi,100,,,,,,
electricIndustryHeating,,SE,SE,capaConvResi,100,,,,,,
electricIndustryHeating,,SI,SI,capaConvResi,100,,,,,,
electricIndustryHeating,,SK,SK,capaConvResi,100,,,,,,
electricIndustryHeating,,UK,UK,capaConvResi,100,,,,,,
electricIndustryHeating,,EE,EE,capaConvResi,100,,,,,,
electricIndustryHeating,,LT,LT,capaConvResi,100,,,,,,
electricIndustryHeating,,LV,LV,capaConvResi,100,,,,,,
electricIndustryHeating,,NONEU_Balkan,NONEU_Balkan,capaConvResi,100,,,,,,
electricIndustryHeating,,TR,TR,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE11,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE12,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE94,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEA1,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEA4,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEA5,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEB3,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DED2,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DED4,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DED5,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEE0,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEF0,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEG0,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE92,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE93,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEA2,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEB1,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEC0_,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEA3,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DEB2,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE21,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE22,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE23,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE25,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE26,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE40,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE50,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE60,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE71,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE72,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE73,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE80,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE91,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE13,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE24,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE27,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE14,capaConvResi,100,,,,,,
electricIndustryHeating,,DE,DE30,capaConvResi,100,,,,,,
